,Mcg,Gvh,Alm,Mit,Erl,Pox,Vac,Nuc,Class
298,0.52,0.51,0.51,0.12,0.5,0.0,0.51,0.4,negative
299,0.49,0.43,0.48,0.15,0.5,0.0,0.55,0.25,negative
300,0.49,0.47,0.52,0.16,0.5,0.0,0.53,0.28,negative
301,0.48,0.39,0.49,0.18,0.5,0.0,0.51,0.22,negative
302,0.44,0.34,0.55,0.18,0.5,0.0,0.52,0.22,negative
303,0.43,0.54,0.58,0.16,0.5,0.0,0.5,0.36,negative
304,0.49,0.42,0.54,0.17,0.5,0.0,0.5,0.36,negative
305,0.34,0.66,0.51,0.16,0.5,0.0,0.47,0.33,negative
306,0.2,0.34,0.33,0.1,0.5,0.0,0.48,0.31,negative
307,0.74,0.53,0.5,0.08,0.5,0.0,0.55,0.31,negative
308,0.69,0.48,0.38,0.15,0.5,0.0,0.55,0.22,negative
309,0.3,0.5,0.47,0.11,0.5,0.0,0.46,0.22,negative
310,0.31,0.45,0.5,0.17,0.5,0.0,0.49,0.22,negative
311,0.55,0.41,0.56,0.21,0.5,0.0,0.52,0.22,negative
312,0.4,0.34,0.52,0.17,0.5,0.0,0.47,0.51,negative
313,0.58,0.48,0.56,0.1,0.5,0.0,0.46,0.25,negative
314,0.58,0.48,0.56,0.12,0.5,0.0,0.46,0.25,negative
315,0.58,0.41,0.51,0.26,0.5,0.0,0.51,0.37,negative
316,0.41,0.6,0.53,0.29,0.5,0.0,0.47,0.43,negative
317,0.69,0.5,0.49,0.42,0.5,0.0,0.49,0.22,negative
318,0.38,0.49,0.61,0.13,0.5,0.0,0.54,0.22,negative
319,0.6,0.48,0.44,0.52,0.5,0.0,0.54,0.63,negative
320,0.47,0.49,0.63,0.17,0.5,0.0,0.31,0.26,negative
321,0.28,0.51,0.55,0.11,0.5,0.0,0.46,0.22,negative
322,0.21,0.38,0.49,0.16,0.5,0.0,0.51,0.45,negative
323,0.46,0.57,0.57,0.15,0.5,0.0,0.52,0.26,negative
324,0.35,0.4,0.53,0.18,0.5,0.0,0.42,0.38,negative
325,0.47,0.45,0.53,0.62,0.5,0.0,0.46,0.22,negative
326,0.53,0.43,0.47,0.15,0.5,0.0,0.58,0.22,negative
327,0.46,0.45,0.56,0.16,0.5,0.0,0.56,0.22,negative
328,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,negative
329,0.37,0.34,0.58,0.24,0.5,0.0,0.44,0.18,negative
330,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,negative
331,0.39,0.39,0.55,0.52,0.5,0.0,0.37,0.16,negative
332,0.48,0.57,0.5,0.09,0.5,0.0,0.52,0.42,negative
333,0.61,0.57,0.45,0.21,0.5,0.0,0.5,0.42,negative
334,0.56,0.44,0.56,0.19,0.5,0.0,0.54,0.22,negative
335,0.51,0.63,0.3,0.35,0.5,0.0,0.53,0.27,negative
336,0.53,0.68,0.34,0.42,0.5,0.0,0.54,0.27,negative
337,0.37,0.22,0.64,0.35,0.5,0.0,0.47,0.22,negative
338,0.51,0.48,0.58,0.22,0.5,0.0,0.5,0.28,negative
339,0.49,0.37,0.59,0.17,0.5,0.0,0.51,0.22,negative
340,0.53,0.53,0.53,0.17,0.5,0.0,0.49,0.37,negative
341,0.29,0.68,0.47,0.26,0.5,0.0,0.47,0.37,negative
342,0.5,0.45,0.49,0.15,0.5,0.0,0.55,0.43,negative
343,0.33,0.28,0.31,0.24,0.5,0.0,0.53,0.22,negative
344,0.85,0.85,0.3,0.31,0.5,0.0,0.55,0.42,positive
345,0.43,0.39,0.51,0.28,0.5,0.0,0.4,0.22,negative
346,0.61,0.54,0.49,0.16,0.5,0.0,0.54,0.42,negative
347,0.34,0.35,0.61,0.19,0.5,0.0,0.52,0.25,negative
348,0.55,0.53,0.56,0.29,0.5,0.0,0.48,0.22,negative
349,0.44,0.41,0.58,0.2,0.5,0.0,0.57,0.25,negative
350,0.45,0.56,0.51,0.64,0.5,0.0,0.54,0.22,negative
351,0.61,0.54,0.49,0.19,0.5,0.0,0.54,0.47,negative
352,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,negative
353,0.44,0.53,0.52,0.37,0.5,0.0,0.5,0.22,negative
354,0.32,0.34,0.61,0.17,0.5,0.0,0.52,0.32,negative
355,0.51,0.68,0.49,0.59,0.5,0.0,0.54,0.27,negative
356,0.41,0.3,0.49,0.28,0.5,0.0,0.54,0.22,negative
357,0.41,0.43,0.5,0.28,0.5,0.0,0.5,0.22,negative
358,0.3,0.5,0.34,0.26,0.5,0.0,0.51,0.22,negative
359,0.49,0.4,0.34,0.26,0.5,0.0,0.5,0.22,negative
360,0.43,0.45,0.37,0.12,0.5,0.0,0.48,0.22,negative
361,0.45,0.57,0.3,0.17,0.5,0.0,0.51,0.22,negative
362,0.52,0.5,0.53,0.1,0.5,0.0,0.48,0.22,negative
363,0.53,0.56,0.49,0.46,0.5,0.0,0.52,0.22,negative
364,0.45,0.54,0.54,0.62,0.5,0.0,0.53,0.22,negative
365,0.51,0.43,0.63,0.18,0.5,0.0,0.52,0.22,negative
366,0.51,0.52,0.48,0.5,0.5,0.0,0.51,0.22,negative
367,0.55,0.49,0.5,0.46,0.5,0.0,0.52,0.25,negative
368,0.5,0.46,0.52,0.16,0.5,0.0,0.52,0.26,negative
369,0.5,0.53,0.45,0.44,0.5,0.0,0.49,0.22,negative
370,0.57,0.61,0.55,0.67,0.5,0.0,0.48,0.22,negative
371,0.54,0.45,0.62,0.13,0.5,0.0,0.52,0.26,negative
372,0.67,0.51,0.53,0.28,0.5,0.0,0.51,0.22,negative
373,0.35,0.49,0.47,0.22,0.5,0.0,0.5,0.28,negative
374,0.47,0.63,0.66,0.45,0.5,0.0,0.37,0.11,negative
375,0.51,0.34,0.43,0.18,0.5,0.0,0.48,0.25,negative
376,0.56,0.45,0.59,0.14,0.5,0.0,0.51,0.26,negative
377,0.45,0.38,0.59,0.18,0.5,0.0,0.44,0.45,negative
378,0.43,0.51,0.6,0.25,0.5,0.0,0.55,0.22,negative
379,0.47,0.59,0.43,0.13,0.5,0.0,0.56,0.3,negative
380,0.4,0.45,0.42,0.17,0.5,0.0,0.54,0.26,negative
381,0.89,0.81,0.36,0.71,0.5,0.0,0.55,0.63,positive
382,0.58,0.55,0.52,0.22,0.5,0.0,0.44,0.22,negative
383,0.59,0.57,0.46,0.14,0.5,0.0,0.52,0.22,negative
384,0.5,0.46,0.42,0.32,0.5,0.0,0.56,0.55,negative
385,0.68,0.5,0.43,0.27,0.5,0.0,0.61,0.22,negative
386,0.5,0.45,0.49,0.3,0.5,0.0,0.47,0.4,negative
387,0.32,0.36,0.34,0.19,0.5,0.0,0.55,0.26,negative
388,0.4,0.51,0.42,0.13,0.5,0.0,0.45,0.25,negative
389,0.7,0.73,0.37,0.37,0.5,0.0,0.48,0.31,positive
390,0.81,0.76,0.32,0.37,0.5,0.0,0.51,0.22,negative
391,0.65,0.61,0.39,0.3,0.5,0.0,0.57,0.28,negative
392,0.47,0.43,0.35,0.32,0.5,0.0,0.54,0.22,negative
393,0.42,0.25,0.6,0.14,0.5,0.0,0.45,0.22,negative
394,0.23,0.34,0.41,0.28,0.5,0.0,0.5,0.27,negative
395,0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25,negative
396,0.34,0.31,0.6,0.37,0.5,0.0,0.5,0.3,negative
397,0.7,0.73,0.38,0.36,0.5,0.0,0.54,0.22,positive
398,0.54,0.51,0.54,0.52,0.5,0.0,0.47,0.25,negative
399,0.53,0.5,0.54,0.56,0.5,0.0,0.49,0.41,negative
400,0.84,0.63,0.38,0.23,0.5,0.0,0.53,0.22,negative
401,0.48,0.43,0.45,0.17,0.5,0.0,0.48,0.37,negative
402,0.36,0.35,0.47,0.22,0.5,0.0,0.44,0.31,negative
403,0.57,0.49,0.48,0.16,0.5,0.0,0.51,0.22,negative
404,0.38,0.49,0.54,1.0,0.5,0.0,0.5,0.27,negative
405,0.43,0.32,0.56,0.27,0.5,0.0,0.47,0.27,negative
406,0.84,0.87,0.45,0.54,0.5,0.0,0.28,0.22,positive
407,0.27,0.56,0.56,0.18,0.5,0.0,0.52,0.22,negative
408,0.89,0.82,0.6,0.49,0.5,0.0,0.55,0.22,negative
409,0.37,0.55,0.29,0.32,0.5,0.0,0.51,0.22,negative
410,0.87,0.83,0.57,0.36,0.5,0.0,0.36,0.22,negative
411,0.52,0.48,0.54,0.28,0.5,0.0,0.54,0.22,negative
412,0.77,0.6,0.42,0.33,0.5,0.0,0.57,0.22,negative
413,0.76,0.74,0.56,0.34,0.5,0.0,0.51,0.3,negative
414,0.94,0.6,0.33,0.49,0.5,0.0,0.54,0.22,negative
415,0.36,0.44,0.57,0.18,0.5,0.0,0.42,0.22,negative
416,0.42,0.51,0.39,0.22,0.5,0.0,0.49,0.26,negative
417,0.52,0.48,0.58,0.55,0.5,0.0,0.48,0.22,negative
418,0.42,0.32,0.48,0.16,0.5,0.0,0.55,0.22,negative
419,0.43,0.38,0.51,0.24,0.5,0.0,0.46,0.33,negative
420,0.48,0.57,0.52,0.61,0.5,0.0,0.51,0.22,negative
421,0.83,0.53,0.52,0.2,0.5,0.0,0.48,0.25,negative
422,0.36,0.34,0.46,0.19,0.5,0.0,0.52,0.22,negative
423,0.51,0.43,0.47,0.19,0.5,0.0,0.52,0.37,negative
424,0.54,0.54,0.49,0.14,0.5,0.0,0.56,0.22,negative
425,0.44,0.41,0.44,0.13,0.5,0.0,0.49,0.42,negative
426,0.68,0.5,0.55,0.65,0.5,0.0,0.46,0.31,negative
427,0.46,0.14,0.36,0.21,0.5,0.0,0.5,0.25,negative
428,0.5,0.45,0.48,0.17,0.5,0.0,0.5,0.26,negative
429,0.44,0.53,0.43,0.17,0.5,0.0,0.54,0.75,negative
430,0.46,0.47,0.46,0.16,0.5,0.0,0.51,0.22,negative
431,0.52,0.49,0.57,0.57,0.5,0.0,0.51,0.22,negative
432,0.78,0.48,0.47,0.3,0.5,0.0,0.53,0.47,negative
433,0.49,0.62,0.65,0.18,0.5,0.0,0.46,0.43,negative
434,0.5,0.34,0.62,0.19,0.5,0.0,0.57,0.22,negative
435,0.39,0.37,0.33,0.23,0.5,0.0,0.53,0.26,negative
436,0.39,0.37,0.56,0.15,0.5,0.0,0.5,0.27,negative
437,0.33,0.37,0.54,0.28,0.5,0.0,0.53,0.27,negative
438,0.39,0.37,0.33,0.23,0.5,0.0,0.52,0.26,negative
439,0.33,0.38,0.53,0.26,0.5,0.0,0.52,0.27,negative
440,0.48,0.51,0.57,0.24,0.5,0.0,0.5,0.22,negative
441,0.72,0.58,0.42,0.28,0.5,0.0,0.48,0.22,negative
442,0.41,0.41,0.51,0.19,0.5,0.0,0.57,0.22,negative
443,0.81,0.65,0.52,0.41,0.5,0.0,0.57,0.26,negative
444,0.18,0.48,0.46,0.12,0.5,0.0,0.0,0.25,negative
445,0.26,0.38,0.52,0.36,0.5,0.0,0.48,0.56,negative
446,0.53,0.51,0.51,0.11,0.5,0.0,0.49,0.41,negative
447,0.62,0.6,0.47,0.16,0.5,0.0,0.53,0.22,negative
448,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,negative
449,0.4,0.52,0.53,0.52,0.5,0.0,0.51,0.22,negative
450,0.51,0.47,0.41,0.44,0.5,0.0,0.5,0.22,negative
451,0.72,0.56,0.4,0.26,0.5,0.0,0.51,0.26,negative
452,0.49,0.44,0.45,0.22,0.5,0.0,0.51,0.22,negative
453,0.32,0.47,0.55,0.25,0.5,0.0,0.49,0.22,negative
454,0.46,0.57,0.52,0.28,0.5,0.0,0.52,0.22,negative
455,0.53,0.48,0.45,0.44,0.5,0.0,0.49,0.27,negative
456,0.7,0.53,0.42,0.22,0.5,0.0,0.51,0.28,negative
457,0.68,0.68,0.49,0.15,0.5,0.0,0.53,0.22,negative
458,0.55,0.49,0.45,0.18,0.5,0.0,0.49,0.22,negative
459,0.4,0.53,0.61,0.21,0.5,0.0,0.48,0.33,negative
460,0.57,0.44,0.42,0.2,0.5,0.0,0.54,0.22,negative
461,0.4,0.47,0.48,0.18,0.5,0.0,0.46,0.22,negative
462,0.34,0.54,0.54,0.13,0.5,0.0,0.52,0.22,negative
463,0.43,0.83,0.55,0.2,0.5,0.0,0.47,0.4,negative
464,0.29,0.46,0.54,0.27,0.5,0.0,0.49,0.22,negative
465,0.46,0.42,0.6,0.21,0.5,0.0,0.4,0.22,negative
466,0.8,0.81,0.55,0.35,0.5,0.0,0.42,0.22,negative
467,0.79,0.74,0.49,0.33,0.5,0.0,0.48,0.22,negative
468,0.45,0.48,0.63,0.67,0.5,0.0,0.48,0.22,negative
469,0.66,0.52,0.52,0.44,0.5,0.0,0.56,0.27,negative
470,0.54,0.52,0.54,0.2,0.5,0.0,0.55,0.25,negative
471,0.37,0.31,0.53,0.16,0.5,0.0,0.53,0.44,negative
472,0.43,0.39,0.59,0.13,0.5,0.0,0.41,0.43,negative
473,0.48,0.47,0.54,0.55,0.5,0.0,0.51,0.65,negative
474,0.6,0.59,0.45,0.23,0.5,0.0,0.55,0.22,negative
475,0.45,0.73,0.47,0.65,0.5,0.0,0.54,0.43,negative
476,0.66,0.54,0.49,0.16,0.5,0.0,0.54,0.36,negative
477,0.46,0.55,0.61,0.13,0.5,0.0,0.47,0.22,negative
478,0.66,0.66,0.32,0.54,0.5,0.0,0.51,0.22,negative
479,0.67,0.51,0.54,0.21,0.5,0.0,0.43,0.3,negative
480,0.58,0.46,0.46,0.34,0.5,0.0,0.5,0.43,negative
481,0.4,0.68,0.5,0.82,0.5,0.0,0.44,0.36,negative
482,0.59,0.57,0.43,0.26,0.5,0.0,0.51,0.22,negative
483,0.39,0.3,0.56,0.12,0.5,0.0,0.53,0.38,negative
484,0.51,0.42,0.56,0.38,0.5,0.0,0.46,0.22,negative
485,0.41,0.54,0.58,0.2,0.5,0.0,0.52,0.22,negative
486,0.52,0.5,0.59,0.31,0.5,0.0,0.5,0.22,negative
487,0.42,0.53,0.53,0.64,0.5,0.0,0.47,0.22,negative
488,0.5,0.46,0.64,0.36,0.5,0.0,0.49,0.22,negative
489,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,negative
490,0.45,0.38,0.64,0.14,0.5,0.0,0.54,0.22,negative
491,0.6,0.57,0.64,0.52,0.5,0.0,0.47,0.28,negative
492,0.53,0.42,0.58,0.29,0.5,0.0,0.5,0.22,negative
493,0.41,0.52,0.53,0.41,0.5,0.0,0.39,0.33,negative
494,0.58,0.52,0.61,0.33,0.5,0.0,0.38,0.11,negative
495,0.57,0.61,0.55,0.27,0.5,0.0,0.44,0.21,negative
496,0.57,0.58,0.58,0.35,0.5,0.0,0.49,0.22,negative
497,0.64,0.64,0.56,0.21,0.5,0.0,0.5,0.22,negative
498,0.56,0.5,0.61,0.49,0.5,0.0,0.46,0.28,negative
499,0.6,0.46,0.59,0.16,0.5,0.0,0.49,0.22,negative
500,0.36,0.38,0.56,0.44,0.5,0.0,0.48,0.22,negative
501,0.53,0.52,0.61,0.35,0.5,0.0,0.5,0.22,negative
502,0.62,0.59,0.54,0.47,0.5,0.0,0.46,0.22,negative
503,0.58,0.53,0.57,0.46,0.5,0.0,0.51,0.27,negative
504,0.38,0.54,0.54,0.41,0.5,0.0,0.51,0.22,negative
505,0.61,0.46,0.51,0.37,0.5,0.0,0.51,0.22,negative
506,0.55,0.59,0.47,0.64,0.5,0.0,0.54,0.33,negative
507,0.54,0.64,0.5,0.13,0.5,0.0,0.49,0.22,negative
508,0.4,0.74,0.49,0.16,0.5,0.0,0.51,0.22,negative
509,0.76,0.76,0.35,0.27,0.5,0.0,0.44,0.22,positive
510,0.43,0.32,0.5,0.29,0.5,0.0,0.5,0.22,negative
511,0.49,0.44,0.45,0.55,0.5,0.0,0.48,0.22,negative
512,0.51,0.6,0.51,0.26,0.5,0.0,0.54,0.22,negative
513,0.5,0.56,0.49,0.61,0.5,0.0,0.5,0.22,negative
514,0.52,0.38,0.62,0.12,0.5,0.0,0.41,0.28,negative
515,0.53,0.4,0.57,0.12,0.5,0.0,0.53,0.32,negative
516,0.51,0.56,0.62,0.24,0.5,0.0,0.52,0.51,negative
517,0.63,0.6,0.5,0.27,0.5,0.0,0.55,0.22,negative
518,0.46,0.44,0.53,0.31,0.5,0.0,0.48,0.22,negative
519,0.58,0.57,0.54,0.69,0.5,0.0,0.54,0.22,negative
520,0.61,0.59,0.47,0.49,0.5,0.0,0.54,0.22,negative
521,0.63,0.47,0.56,0.12,0.5,0.0,0.5,0.22,negative
522,0.55,0.53,0.54,0.4,0.5,0.0,0.48,0.22,negative
523,0.41,0.47,0.58,0.62,0.5,0.0,0.5,0.22,negative
524,0.44,0.53,0.53,0.37,0.5,0.0,0.51,0.22,negative
525,0.47,0.46,0.55,0.28,0.5,0.0,0.44,0.46,negative
526,0.39,0.35,0.49,0.17,0.5,0.0,0.49,0.22,negative
527,0.58,0.38,0.4,0.21,0.5,0.0,0.5,0.22,negative
528,0.53,0.41,0.5,0.24,1.0,0.0,0.47,0.22,negative
529,0.43,0.4,0.5,0.18,0.5,0.0,0.5,0.28,negative
530,0.58,0.56,0.52,0.25,0.5,0.0,0.57,0.35,negative
531,0.51,0.65,0.53,0.19,0.5,0.0,0.49,0.22,negative
532,0.81,0.79,0.32,0.37,0.5,0.0,0.41,0.22,positive
533,0.44,0.41,0.29,0.21,0.5,0.0,0.49,0.22,negative
534,0.56,0.63,0.52,0.2,0.5,0.0,0.34,0.26,negative
535,0.42,0.28,0.57,0.18,0.5,0.0,0.42,0.22,negative
536,0.51,0.46,0.54,0.41,0.5,0.0,0.53,0.22,negative
537,0.6,0.51,0.52,0.45,0.5,0.0,0.5,0.27,negative
538,0.37,0.41,0.45,0.14,0.5,0.0,0.47,0.22,negative
539,0.37,0.51,0.57,0.4,0.5,0.0,0.48,0.27,negative
540,0.59,0.58,0.39,0.52,0.5,0.0,0.5,0.31,negative
541,0.47,0.59,0.37,0.31,0.5,0.0,0.51,0.36,negative
542,0.48,0.62,0.52,0.3,0.5,0.0,0.51,0.37,negative
543,0.53,0.61,0.51,0.49,0.5,0.0,0.54,0.27,negative
544,0.48,0.54,0.53,0.6,0.5,0.0,0.53,0.31,negative
545,0.33,0.46,0.53,0.29,0.5,0.0,0.5,0.55,negative
546,0.36,0.44,0.51,0.17,0.5,0.0,0.6,0.19,negative
547,0.39,0.34,0.68,0.3,0.5,0.0,0.5,0.29,negative
548,0.11,0.41,0.67,0.13,0.5,0.0,0.45,0.29,negative
549,0.4,0.53,0.44,0.18,0.5,0.0,0.54,0.31,negative
550,0.35,0.5,0.44,0.27,0.5,0.0,0.51,0.22,negative
551,0.36,0.3,0.5,0.19,0.5,0.0,0.55,0.3,negative
552,0.35,0.44,0.54,0.26,0.5,0.0,0.52,0.26,negative
553,0.43,0.28,0.53,0.34,0.5,0.0,0.55,0.57,negative
554,0.33,0.48,0.55,0.16,0.5,0.0,0.53,0.75,negative
555,0.45,0.21,0.49,0.24,0.5,0.0,0.46,0.31,negative
556,0.44,0.34,0.61,0.13,0.5,0.0,0.49,0.26,negative
557,0.3,0.55,0.58,0.16,0.5,0.0,0.61,0.28,negative
558,0.29,0.34,0.55,0.24,0.5,0.0,0.51,0.22,negative
559,0.47,0.47,0.5,0.15,0.5,0.0,0.5,0.48,negative
560,0.51,0.34,0.49,0.16,0.5,0.0,0.53,0.21,negative
561,0.45,0.41,0.58,0.48,0.5,0.0,0.53,0.64,negative
562,0.9,0.54,0.59,0.2,0.5,0.0,0.48,0.22,negative
563,0.88,0.59,0.54,0.39,0.5,0.0,0.41,0.3,negative
564,0.7,0.51,0.47,0.24,0.5,0.0,0.53,0.25,negative
565,0.25,0.36,0.58,0.3,0.5,0.0,0.58,0.31,negative
566,0.69,0.62,0.49,0.0,1.0,0.0,0.47,0.22,negative
567,0.83,0.57,0.42,0.57,0.5,0.0,0.5,0.32,negative
568,0.43,0.38,0.38,0.12,0.5,0.0,0.5,0.22,negative
569,0.78,0.65,0.4,0.16,0.5,0.0,0.63,0.22,negative
570,0.52,0.64,0.34,0.16,0.5,0.0,0.57,0.22,negative
571,0.41,0.49,0.58,0.22,0.5,0.0,0.52,0.22,negative
572,0.58,0.51,0.56,0.16,0.5,0.0,0.34,0.22,negative
573,0.48,0.49,0.45,0.23,0.5,0.0,0.51,0.22,negative
574,0.39,0.42,0.49,0.1,0.5,0.0,0.49,0.65,negative
575,0.31,0.42,0.48,0.17,0.5,0.0,0.49,0.53,negative
576,0.76,0.67,0.37,0.22,0.5,0.0,0.54,0.22,negative
577,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,negative
578,0.28,0.48,0.56,0.16,0.5,0.0,0.48,0.26,negative
579,0.69,0.39,0.52,0.12,0.5,0.0,0.38,0.35,negative
580,0.64,0.52,0.5,0.26,0.5,0.0,0.51,0.31,negative
581,0.5,0.5,0.54,0.16,0.5,0.0,0.49,0.22,negative
582,0.47,0.43,0.59,0.27,0.5,0.0,0.55,0.22,negative
583,0.68,0.59,0.44,0.49,0.5,0.0,0.4,0.26,negative
584,0.5,0.51,0.57,0.27,0.5,0.0,0.48,0.22,negative
585,0.45,0.46,0.61,0.2,0.5,0.0,0.62,0.22,negative
586,0.53,0.51,0.36,0.13,0.5,0.0,0.52,0.22,negative
587,0.6,0.54,0.54,0.53,0.5,0.0,0.52,0.27,negative
588,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,negative
589,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,negative
590,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,negative
591,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,negative
592,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,negative
593,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,negative
